country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Sweden,2004,male,05-14 years,3,570311,0.53,Sweden2004,,"381,705,425,302",44831,Millenials
Sweden,2005,male,05-14 years,5,554489,0.9,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2005,female,05-14 years,4,526739,0.76,Sweden2005,0.892,"389,042,298,377",45563,Millenials
Sweden,2006,female,05-14 years,2,511860,0.39,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2006,male,05-14 years,2,538858,0.37,Sweden2006,,"420,032,121,656",48977,Millenials
Sweden,2007,male,05-14 years,5,526368,0.95,Sweden2007,,"487,816,328,342",56531,Generation Z
Sweden,2007,female,05-14 years,2,500349,0.4,Sweden2007,,"487,816,328,342",56531,Generation Z
Sweden,2008,female,05-14 years,4,492594,0.81,Sweden2008,,"513,965,650,650",59155,Generation Z
Sweden,2008,male,05-14 years,0,518331,0,Sweden2008,,"513,965,650,650",59155,Generation Z
Sweden,2009,female,05-14 years,3,488574,0.61,Sweden2009,,"429,657,033,108",49070,Generation Z
Sweden,2009,male,05-14 years,3,514747,0.58,Sweden2009,,"429,657,033,108",49070,Generation Z
Sweden,2010,female,05-14 years,2,487899,0.41,Sweden2010,0.901,"488,377,689,565",55352,Generation Z
Sweden,2010,male,05-14 years,1,514297,0,Sweden2010,0.901,"488,377,689,565",55352,Generation Z
Sweden,2011,male,05-14 years,3,518467,0.58,Sweden2011,0.903,"563,109,663,291",63380,Generation Z
Sweden,2011,female,05-14 years,2,491569,0.41,Sweden2011,0.903,"563,109,663,291",63380,Generation Z
Sweden,2012,female,05-14 years,4,499876,0.8,Sweden2012,0.904,"543,880,647,757",60776,Generation Z
Sweden,2012,male,05-14 years,1,527714,0,Sweden2012,0.904,"543,880,647,757",60776,Generation Z
Sweden,2013,male,05-14 years,3,540668,0.55,Sweden2013,0.905,"578,742,001,488",64133,Generation Z
Sweden,2013,female,05-14 years,1,512011,0.2,Sweden2013,0.905,"578,742,001,488",64133,Generation Z
Sweden,2014,female,05-14 years,4,526361,0.76,Sweden2014,0.907,"5,738,177",62956,Generation Z
Sweden,2014,male,05-14 years,2,556118,0.36,Sweden2014,0.907,"5,738,177",62956,Generation Z
Sweden,2015,female,05-14 years,5,526361,0.95,Sweden2015,,"497,918,109,302",54629,Generation Z
Sweden,2015,male,05-14 years,3,556118,0.54,Sweden2015,,"497,918,109,302",54629,Generation Z
Switzerland,2000,male,05-14 years,4,436831,0.92,Switzerland2000,0.888,"272,055,499,941",39952,Millenials
Switzerland,2000,female,05-14 years,1,412273,0.24,Switzerland2000,0.888,"272,055,499,941",39952,Millenials
Switzerland,2001,female,05-14 years,3,413077,0.73,Switzerland2001,,"278,631,271,391",40582,Millenials
Switzerland,2001,male,05-14 years,1,438255,0.23,Switzerland2001,,"278,631,271,391",40582,Millenials
Switzerland,2002,female,05-14 years,1,413946,0.24,Switzerland2002,,"301,416,810,214",434,Millenials
Switzerland,2002,male,05-14 years,0,436026,0,Switzerland2002,,"301,416,810,214",434,Millenials
Switzerland,2003,female,05-14 years,4,412868,0.97,Switzerland2003,,"352,914,820,747",50639,Millenials
Switzerland,2003,male,05-14 years,2,435072,0.46,Switzerland2003,,"352,914,820,747",50639,Millenials
Switzerland,2004,male,05-14 years,1,432800,0.23,Switzerland2004,,"394,163,688,621",56123,Millenials
Switzerland,2004,female,05-14 years,0,410122,0,Switzerland2004,,"394,163,688,621",56123,Millenials
Switzerland,2005,male,05-14 years,2,428639,0.47,Switzerland2005,0.904,"408,689,353,999",57790,Millenials
Switzerland,2005,female,05-14 years,0,405599,0,Switzerland2005,0.904,"408,689,353,999",57790,Millenials
Switzerland,2006,female,05-14 years,3,399721,0.75,Switzerland2006,,"430,921",60536,Millenials
Switzerland,2006,male,05-14 years,2,422780,0.47,Switzerland2006,,"430,921",60536,Millenials
Switzerland,2007,male,05-14 years,3,417683,0.72,Switzerland2007,,"479,913,034,322",66807,Generation Z
Switzerland,2007,female,05-14 years,1,3943,0.25,Switzerland2007,,"479,913,034,322",66807,Generation Z
Switzerland,2008,male,05-14 years,1,414488,0.24,Switzerland2008,,"554,363,487,120",76202,Generation Z
Switzerland,2008,female,05-14 years,0,390773,0,Switzerland2008,,"554,363,487,120",76202,Generation Z
Switzerland,2009,male,05-14 years,3,412300,0.73,Switzerland2009,,"541,506,500,414",73529,Generation Z
Switzerland,2009,female,05-14 years,1,388714,0.26,Switzerland2009,,"541,506,500,414",73529,Generation Z
Switzerland,2010,male,05-14 years,2,410594,0.49,Switzerland2010,0.924,"583,782,977,866",78474,Generation Z
Switzerland,2010,female,05-14 years,0,386816,0,Switzerland2010,0.924,"583,782,977,866",78474,Generation Z
Switzerland,2011,male,05-14 years,2,409701,0.49,Switzerland2011,0.925,"699,579,638,638",93053,Generation Z
Switzerland,2011,female,05-14 years,1,388670,0.26,Switzerland2011,0.925,"699,579,638,638",93053,Generation Z
Switzerland,2012,male,05-14 years,3,408718,0.73,Switzerland2012,0.927,"668,043,614,123",87951,Generation Z
Switzerland,2012,female,05-14 years,0,387636,0,Switzerland2012,0.927,"668,043,614,123",87951,Generation Z
Switzerland,2013,male,05-14 years,2,409829,0.49,Switzerland2013,0.928,"688,504,173,431",89634,Generation Z
Switzerland,2013,female,05-14 years,1,388582,0.26,Switzerland2013,0.928,"688,504,173,431",89634,Generation Z
Switzerland,2014,female,05-14 years,2,387232,0.52,Switzerland2014,0.93,"709,182,559,935",90809,Generation Z
Switzerland,2014,male,05-14 years,2,408680,0.49,Switzerland2014,0.93,"709,182,559,935",90809,Generation Z
Switzerland,2015,female,05-14 years,2,390910,0.51,Switzerland2015,,"679,289,166,858",86068,Generation Z
Switzerland,2015,male,05-14 years,2,411880,0.49,Switzerland2015,,"679,289,166,858",86068,Generation Z
Australia,2000,male,55-74 years,281,1522620,18.46,Australia2000,0.898,"415,034,227,218",232,Silent
Australia,2000,female,55-74 years,87,1549060,5.62,Australia2000,0.898,"415,034,227,218",232,Silent
Australia,2001,male,55-74 years,296,1566014,18.9,Australia2001,,"378,215,090,694",20860,Silent
Australia,2001,female,55-74 years,81,1585702,5.11,Australia2001,,"378,215,090,694",20860,Silent
Australia,2002,male,55-74 years,266,1626692,16.35,Australia2002,,"394,486,709,920",21474,Silent
Australia,2002,female,55-74 years,92,1643643,5.6,Australia2002,,"394,486,709,920",21474,Silent
Australia,2003,male,55-74 years,284,168,16.89,Australia2003,,"466,294,700,058",25059,Silent
Australia,2003,female,55-74 years,91,1697104,5.36,Australia2003,,"466,294,700,058",25059,Silent
Australia,2004,male,55-74 years,293,1721736,17.02,Australia2004,,61,32454,Silent
Australia,2004,female,55-74 years,69,1741477,3.96,Australia2004,,61,32454,Silent
Australia,2006,male,55-74 years,309,1772439,17.43,Australia2006,,"745,521,862,833",39014,Silent
Australia,2006,female,55-74 years,115,1798232,6.4,Australia2006,,"745,521,862,833",39014,Silent
Australia,2007,male,55-74 years,305,1877160,16.25,Australia2007,,85,43171,Silent
Australia,2007,female,55-74 years,118,,6.17,Australia2007,,85,43171,Silent
Australia,2008,male,55-74 years,357,,18.45,Australia2008,,"1,052,584,601,611",52315,Silent
Australia,2008,female,55-74 years,97,,4.91,Australia2008,,"1,052,584,601,611",52315,Silent
Australia,2009,male,55-74 years,349,,17.52,Australia2009,,"926,448,240,318",45128,Silent
Australia,2009,female,55-74 years,116,2037989,5.69,Australia2009,,"926,448,240,318",45128,Silent
Australia,2010,male,55-74 years,360,2051,17.55,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2010,female,55-74 years,104,2103428,4.94,Australia2010,0.927,"1,144,260,547,873",54887,Silent
Australia,2011,male,55-74 years,366,2104816,17.39,Australia2011,0.93,"1,394,280,784,778",66770,Boomers
Australia,2011,female,55-74 years,118,2139108,5.52,Australia2011,0.93,"1,394,280,784,778",66770,Boomers
Australia,2012,male,55-74 years,396,2162980,18.31,Australia2012,0.932,"1,543,411,012,580",72669,Boomers
Australia,2012,female,55-74 years,123,2206179,5.58,Australia2012,0.932,"1,543,411,012,580",72669,Boomers
Australia,2013,male,55-74 years,418,2221866,18.81,Australia2013,0.933,"1,573,696,522,007",72856,Boomers
Australia,2013,female,55-74 years,145,2276104,6.37,Australia2013,0.933,"1,573,696,522,007",72856,Boomers
Australia,2014,male,55-74 years,471,2279114,20.67,Australia2014,0.935,"1,464,955,475,994",66809,Boomers
Australia,2014,female,55-74 years,157,2344644,6.7,Australia2014,0.935,"1,464,955,475,994",66809,Boomers
Australia,2015,male,55-74 years,457,2337430,,Australia2015,,"1,349,034,029,453",60656,Boomers
Australia,2015,female,55-74 years,152,2411343,6.3,Australia2015,,"1,349,034,029,453",60656,Boomers
Canada,2000,male,55-74 years,455,2390741,,Canada2000,0.867,"742,293,448,253",25589,Silent
Canada,2000,female,55-74 years,137,2567097,5.34,Canada2000,0.867,"742,293,448,253",25589,Silent
Canada,2001,male,55-74 years,481,2458947,,Canada2001,,"736,379,777,893",25165,Silent
Canada,2001,female,55-74 years,161,2618587,6.15,Canada2001,,"736,379,777,893",25165,Silent
Canada,2002,male,55-74 years,527,2550479,20.66,Canada2002,,"757,950,678,647",25570,Silent
Canada,2002,female,55-74 years,150,2707035,5.54,Canada2002,,"757,950,678,647",25570,Silent
Canada,2003,male,55-74 years,581,2636917,22.03,Canada2003,,"892,380,986,368",29787,Silent
Canada,2003,female,55-74 years,145,2792599,5,Canada2003,,"892,380,986,368",29787,Silent
Canada,2004,male,55-74 years,497,2721795,18.26,Canada2004,,"1,023",33787,Silent
Canada,2004,female,55-74 years,181,2879432,6.29,Canada2004,,"1,023",33787,Silent
Canada,2005,male,55-74 years,539,2802901,,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,female,55-74 years,158,296,5.33,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2006,male,55-74 years,599,2910932,20.58,Canada2006,,"1,315,415",42566,Silent
Canada,2006,female,55-74 years,187,3071300,6.09,Canada2006,,"1,315,415",42566,Silent
Canada,2007,male,55-74 years,539,3006062,17.93,Canada2007,,"1,464,977",46890,Silent
Canada,2007,female,55-74 years,188,3170541,5.93,Canada2007,,"1,464,977",46890,Silent
Canada,2008,male,55-74 years,589,3107189,18.96,Canada2008,,"1,549,131,208,997",49041,Silent
Canada,2008,female,55-74 years,231,3276332,7.05,Canada2008,,"1,549,131,208,997",49041,Silent
Canada,2009,male,55-74 years,680,3216246,21.14,Canada2009,,"1,371,153,004,986",42933,Silent
Canada,2009,female,55-74 years,,3389717,5.66,Canada2009,,"1,371,153,004,986",42933,Silent
Canada,2010,male,55-74 years,690,3333897,20.7,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,female,55-74 years,237,3510692,6.75,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2011,male,55-74 years,683,3455517,,Canada2011,0.909,"1,788,647,906,048",54841,Boomers
Canada,2011,female,55-74 years,215,3629587,5.92,Canada2011,0.909,"1,788,647,906,048",54841,Boomers
Canada,2012,male,55-74 years,770,3586361,21.47,Canada2012,0.91,"1,824,288,757,448",55347,Boomers
Canada,2012,female,55-74 years,241,3756013,6.42,Canada2012,0.91,"1,824,288,757,448",55347,Boomers
Canada,2013,male,55-74 years,812,3724622,21.8,Canada2013,0.912,"1,842,628,005,830",55310,Boomers
Canada,2013,female,55-74 years,255,3887315,6.56,Canada2013,0.912,"1,842,628,005,830",55310,Boomers
Denmark,2000,male,55-74 years,142,495321,28.67,Denmark2000,0.862,"164,158,800,460",32841,Silent
Denmark,2000,female,55-74 years,54,528095,10.23,Denmark2000,0.862,"164,158,800,460",32841,Silent
Denmark,2001,male,55-74 years,123,512361,24.01,Denmark2001,,"164,791,416,350",32837,Silent
Denmark,2001,female,55-74 years,83,54,15.31,Denmark2001,,"164,791,416,350",32837,Silent
Denmark,2002,male,55-74 years,140,528640,26.48,Denmark2002,,"178,635,160,297",35435,Silent
Denmark,2002,female,55-74 years,63,556057,11.33,Denmark2002,,"178,635,160,297",35435,Silent
Denmark,2003,male,55-74 years,129,542296,23.79,Denmark2003,,"218,095,997,085",43129,Silent
Denmark,2003,female,55-74 years,59,567852,10.39,Denmark2003,,"218,095,997,085",43129,Silent
Denmark,2004,male,55-74 years,125,553556,22.58,Denmark2004,,"251,373,036,671",49552,Silent
Denmark,2004,female,55-74 years,66,578536,11.41,Denmark2004,,"251,373,036,671",49552,Silent
Denmark,2005,male,55-74 years,139,564794,24.61,Denmark2005,0.902,"264,467,308,109",5,Silent
Denmark,2005,female,55-74 years,61,588430,10.37,Denmark2005,0.902,"264,467,308,109",5,Silent
Denmark,2006,male,55-74 years,155,575056,26.95,Denmark2006,,"282,884,912,894",55354,Silent
Denmark,2006,female,55-74 years,71,597984,11.87,Denmark2006,,"282,884,912,894",55354,Silent
Denmark,2007,male,55-74 years,124,584457,21.22,Denmark2007,,3,62229,Silent
Denmark,2007,female,55-74 years,55,606387,9.07,Denmark2007,,3,62229,Silent
Denmark,2008,male,55-74 years,127,595286,21.33,Denmark2008,,"353,361,056,080",68447,Silent
Denmark,2008,female,55-74 years,63,616691,10.22,Denmark2008,,"353,361,056,080",68447,Silent
Denmark,2009,male,55-74 years,165,604423,27.3,Denmark2009,,"321,241,396,034",61863,Silent
Denmark,2009,female,55-74 years,52,625986,8.31,Denmark2009,,"321,241,396,034",61863,Silent
Denmark,2010,male,55-74 years,142,613233,23.16,Denmark2010,0.908,32,61711,Silent
Denmark,2010,female,55-74 years,56,634607,8.82,Denmark2010,0.908,32,61711,Silent
Denmark,2011,male,55-74 years,139,621859,22.35,Denmark2011,0.92,"344,003,209,696",65598,Boomers
Denmark,2011,female,55-74 years,57,643276,8.86,Denmark2011,0.92,"344,003,209,696",65598,Boomers
Denmark,2012,male,55-74 years,153,630159,24.28,Denmark2012,0.921,"327,148,899,962",62071,Boomers
Denmark,2012,female,55-74 years,71,651381,10.9,Denmark2012,0.921,"327,148,899,962",62071,Boomers
Denmark,2013,male,55-74 years,157,637775,24.62,Denmark2013,0.923,"343,584,385,594",64831,Boomers
Denmark,2013,female,55-74 years,52,658936,7.89,Denmark2013,0.923,"343,584,385,594",64831,Boomers
Denmark,2014,male,55-74 years,155,645001,24.03,Denmark2014,0.923,"352,993,633,221",66114,Boomers
Denmark,2014,female,55-74 years,50,666386,7.5,Denmark2014,0.923,"352,993,633,221",66114,Boomers
Denmark,2015,male,55-74 years,126,651856,,Denmark2015,,"301,298,464,861",55972,Boomers
Denmark,2015,female,55-74 years,67,673655,9.95,Denmark2015,,"301,298,464,861",55972,Boomers
Finland,2000,male,55-74 years,166,462422,35.9,Finland2000,0.857,"125,539,893,127",25716,Silent
Finland,2000,female,55-74 years,84,529071,15.88,Finland2000,0.857,"125,539,893,127",25716,Silent
Finland,2001,male,55-74 years,207,479037,43.21,Finland2001,,"129,250,111,857",26383,Silent
Finland,2001,female,55-74 years,72,541576,13.29,Finland2001,,"129,250,111,857",26383,Silent
Finland,2002,male,55-74 years,204,497865,40.97,Finland2002,,"139,552,983,249",28390,Silent
Finland,2002,female,55-74 years,75,557098,13.46,Finland2002,,"139,552,983,249",28390,Silent
Finland,2003,male,55-74 years,176,516435,34.08,Finland2003,,"171,071,106,095",34701,Silent
Finland,2003,female,55-74 years,72,572548,12.58,Finland2003,,"171,071,106,095",34701,Silent
Finland,2004,male,55-74 years,220,533983,41.2,Finland2004,,,39793,Silent
Finland,2004,female,55-74 years,54,586736,9.2,Finland2004,,,39793,Silent
Finland,2005,male,55-74 years,,550032,35.27,Finland2005,0.869,"204,436,015,421",41202,Silent
Finland,2005,female,55-74 years,74,599482,12.34,Finland2005,0.869,"204,436,015,421",41202,Silent
Finland,2006,male,55-74 years,225,564074,39.89,Finland2006,,"216,552,502,823",43487,Silent
Finland,2006,female,55-74 years,78,611527,12.75,Finland2006,,"216,552,502,823",43487,Silent
Finland,2007,male,55-74 years,203,577963,35.12,Finland2007,,"255,384,615,385",51089,Silent
Finland,2007,female,55-74 years,83,624243,13.3,Finland2007,,"255,384,615,385",51089,Silent
Finland,2008,male,55-74 years,225,592016,38.01,Finland2008,,"283,742,493,042",56521,Silent
Finland,2008,female,55-74 years,68,637681,10.66,Finland2008,,"283,742,493,042",56521,Silent
Finland,2009,male,55-74 years,201,604904,33.23,Finland2009,,"251,499,027,508",49878,Silent
Finland,2009,female,55-74 years,84,650862,12.91,Finland2009,,"251,499,027,508",49878,Silent
Finland,2010,male,55-74 years,200,616801,32.43,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2010,female,55-74 years,69,663064,10.41,Finland2010,0.878,"247,799,815,768",48939,Silent
Finland,2011,male,55-74 years,,628483,30.39,Finland2011,0.881,"273,674,236,773",53809,Boomers
Finland,2011,female,55-74 years,73,674645,10.82,Finland2011,0.881,"273,674,236,773",53809,Boomers
Finland,2012,male,55-74 years,,639345,30.5,Finland2012,0.882,"256,706,466,091",50232,Boomers
Finland,2012,female,55-74 years,87,685183,12.7,Finland2012,0.882,"256,706,466,091",50232,Boomers
Finland,2013,male,55-74 years,216,647538,33.36,Finland2013,0.882,"269,980,111,643",52572,Boomers
Finland,2013,female,55-74 years,69,693297,9.95,Finland2013,0.882,"269,980,111,643",52572,Boomers
Finland,2014,male,55-74 years,157,654576,23.98,Finland2014,0.883,"272,609,288,690",52832,Boomers
Finland,2014,female,55-74 years,59,700011,8.43,Finland2014,0.883,"272,609,288,690",52832,Boomers
Finland,2015,male,55-74 years,159,665885,23.88,Finland2015,,"232,464,833,066",44862,Boomers
Finland,2015,female,55-74 years,55,711135,7.73,Finland2015,,"232,464,833,066",44862,Boomers
Iceland,2000,male,55-74 years,6,,30.35,Iceland2000,0.859,"8,927,140,438",34372,Silent
Iceland,2000,female,55-74 years,3,20653,14.53,Iceland2000,0.859,"8,927,140,438",34372,Silent
Iceland,2001,male,55-74 years,4,20268,,Iceland2001,,"8,136,345,144",30850,Silent
Iceland,2001,female,55-74 years,1,21059,4.75,Iceland2001,,"8,136,345,144",30850,Silent
Iceland,2002,male,55-74 years,6,20853,28.77,Iceland2002,,"9,207,689,916",34556,Silent
Iceland,2002,female,55-74 years,2,21481,9.31,Iceland2002,,"9,207,689,916",34556,Silent
Iceland,2003,male,55-74 years,6,21464,27.95,Iceland2003,,"11,316,441,660",42174,Silent
Iceland,2003,female,55-74 years,4,22054,18.14,Iceland2003,,"11,316,441,660",42174,Silent
Iceland,2004,male,55-74 years,4,22162,18.05,Iceland2004,,"13,722,824,251",50528,Silent
Iceland,2004,female,55-74 years,2,22573,8.86,Iceland2004,,"13,722,824,251",50528,Silent
Iceland,2005,male,55-74 years,5,22932,21.8,Iceland2005,0.889,"16,691,490,114",60712,Silent
Iceland,2005,female,55-74 years,3,23186,12.94,Iceland2005,0.889,"16,691,490,114",60712,Silent
Iceland,2006,male,55-74 years,4,23812,16.8,Iceland2006,,"17,048,647,568",60243,Silent
Iceland,2006,female,55-74 years,3,23797,12.61,Iceland2006,,"17,048,647,568",60243,Silent
Iceland,2007,female,55-74 years,2,24464,8.18,Iceland2007,,213,73590,Silent
Iceland,2007,male,55-74 years,2,24652,8.11,Iceland2007,,213,73590,Silent
Iceland,2008,male,55-74 years,7,25539,27.41,Iceland2008,,"17,658,408,759",59489,Silent
Iceland,2008,female,55-74 years,5,25254,,Iceland2008,,"17,658,408,759",59489,Silent
Iceland,2009,male,55-74 years,10,26267,38.07,Iceland2009,,"12,944,114,736",43700,Silent
Iceland,2009,female,55-74 years,1,26010,3.84,Iceland2009,,"12,944,114,736",43700,Silent
Iceland,2010,male,55-74 years,7,26976,25.95,Iceland2010,0.892,"13,310,567,803",45179,Silent
Iceland,2010,female,55-74 years,3,26898,11.15,Iceland2010,0.892,"13,310,567,803",45179,Silent
